Full Name,Primary Company,Previous startups?,Consulting before start-up,Standardized University,Standardized Major,Degree Type,Standardized Graduate Institution,Standardized Graduate Studies,Graduate Diploma,Ever served as TA/Teacher/Professor/Mentor?,Years of Employment,Worked as product manager/director/head/VP?,Worked at Google?,Worked at Microsoft?,Worked in Sales?,Stanford or Berkeley,Ivy League,Crunchbase,LinkedIn
Amar Arsikere,Infoworks,1.0,0.0,,,,Iowa State University,Computer Science,MS,0.0,19.0,0.0,1.0,0.0,0.0,0,0,https://www.crunchbase.com/person/amar-arsikere,https://www.linkedin.com/in/amar500
Yoshinari Yoshikawa,Miselu Inc.,3.0,0.0,Hosei University,,LLB,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/yoshinari-yoshikawa,http://www.linkedin.com/in/yyoshikawa
Opher Kahane,Origami Logic,2.0,0.0,Tel Aviv University,Computer Science,BS,,,,0.0,18.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/opher-kahane-2,http://www.linkedin.com/in/okahane
McKay Thomas,"First Opinion, Inc.",2.0,0.0,Brigham Young University,,Drop,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/mckay-thomas,http://www.linkedin.com/in/mckaythomas
Eugene Danilkis,Mambu,0.0,0.0,University of British Columbia,Computer Science,BS,Carnegie Mellon University,Computer Science,MS,1.0,4.0,1.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/eugene-danilkis,https://www.linkedin.com/in/edanilkis/en
Noah Ready-Campbell,Twice,0.0,0.0,University of Pennsylvania,Economics,BS,University of Pennsylvania,Computer Science,MEng,0.0,1.0,1.0,1.0,0.0,0.0,0,0,https://www.crunchbase.com/person/noah-ready-campbell,http://www.linkedin.com/in/noahreadycampbell
Daniel Roth,Semantic Machines,3.0,0.0,Trinity College Hartford,Biology,BA,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/daniel-roth-2,
David Friedman,Ayla Networks,0.0,0.0,Colgate University,History,BA,University of Michigan,Business,MBA,0.0,17.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/david-friedman-2,http://www.linkedin.com/in/davidrfriedman
Steven Lam,GOGOVAN,0.0,0.0,University of California Berkeley,Business,BS,,,,0.0,2.0,0.0,0.0,0.0,0.0,1,0,https://www.crunchbase.com/person/steven-lam-3,https://hk.linkedin.com/in/stevenhylam
Philippe Corrot,Mirakl,3.0,0.0,,,,,,,0.0,3.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/philippe-corrot,http://www.linkedin.com/in/pcorrot
Joshua Feast,Cogito Corporation,1.0,1.0,Massey University,Engineering,BE,Massachusetts Institute of Technology,Business,MBA,0.0,6.0,0.0,0.0,1.0,0.0,0,0,https://www.crunchbase.com/person/joshua-feast,
David Vinca,eSpark,0.0,1.0,Penn State University,Business,BS,University of Chicago,Business,MBA,0.0,8.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/david-vinca,https://www.linkedin.com/in/davidvinca
Shaun Ritchie,Teem,0.0,0.0,Brigham Young University,Business,BS,University of Utah,Business,MBA,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/shaun-ritchie,http://www.linkedin.com/in/shaunritchie
Marc Fenigstein,Alta Motors,1.0,1.0,Dartmouth College,Engineering,BA,Dartmouth College,Opreations Research,MEng,0.0,8.0,0.0,0.0,0.0,0.0,0,1,https://www.crunchbase.com/person/marc-fenigstein,http://www.linkedin.com/pub/marc-fenigstein/0/6b1/80
Mike Harris,Zonoff,3.0,0.0,Purdue University,Computer Science,BS,,,,1.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/mike-harris-3,http://www.linkedin.com/in/mbrharris
Gregg Freishtat,SalesWise,1.0,0.0,Boston University,Philosophy,JD,University of Maryland,Law,JD,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/gregg-freishtat,http://www.linkedin.com/in/gfreishtat
Andrew Blackmon,The Black Tux,1.0,0.0,Pepperdine University,English,BA,HEC Paris,Business,MBA,0.0,2.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/andrew-blackmon,http://www.linkedin.com/pub/andrew-blackmon/7/b79/703
Thomas Noyes,Commerce Signals,0.0,0.0,,,,,,,0.0,22.0,0.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/thomas-noyes,https://www.linkedin.com/in/tcnoyes
Nadia Shalaby,Arctic Sand Technologies,1.0,0.0,,,,Massachusetts Institute of Technology,Computer Science,PhD,1.0,24.0,1.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/nadia-shalaby,https://www.linkedin.com/in/nadiashalaby
Eric Heil,RightCare Solutions,0.0,0.0,University of Pennsylvania,Operations Research,BS,University of Pennsylvania,Business,MBA,0.0,6.0,0.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/eric-heil,http://www.linkedin.com/in/eheil
Rishi Bali,YOGASMOGA,2.0,0.0,,,,Columbia University,,MS,0.0,14.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/rishi-bali,http://www.linkedin.com/in/yogasmoga
Brett Galloway,Xova Labs,1.0,0.0,Stanford University,Electrical Engineering,BS,Stanford University,Electrical Engineering,MS,0.0,17.0,0.0,0.0,0.0,0.0,1,0,https://www.crunchbase.com/person/brett-galloway,https://www.linkedin.com/in/brettgalloway
David Norris,MD Insider,4.0,0.0,University of Texas Dallas,Computer Science,BS,,,,1.0,5.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/david-norris,http://www.linkedin.com/in/davidnorris430
Anna Zornosa,Ruby Ribbon,1.0,0.0,,,,University of Wisconsin Madison,Business,MA,1.0,7.0,0.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/anna-zornosa,http://www.linkedin.com/in/annazornosa
Lisa Stone,BlogHer,0.0,0.0,Wellesley College,Political Science,BA,Harvard University,,,0.0,11.0,0.0,0.0,1.0,0.0,0,0,https://www.crunchbase.com/person/lisa-stone,http://www.linkedin.com/in/lisastonew00t
Scott Tilton,Hookit,0.0,0.0,Elon University,Biology,BS,Mercy College,Business,MS,1.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/scott-tilton,https://www.linkedin.com/in/tiltcore/
Geoff Tate,Flex Logix Technologies,2.0,0.0,University of Alberta,Computer Science,BS,Santa Clara University,,MEng,1.0,11.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/geoff-tate,https://www.linkedin.com/in/geoffrey-tate-772a2713
Adam Healey,"Borrowed & Blue, Inc.",2.0,0.0,University of Virginia,Business,BS,University of Virginia,Business,MBA,1.0,2.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/adam-healey,
Slavik Markovich,Demisto,0.0,0.0,Israel Institute of Technology,Computer Science,BS,,,,0.0,10.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/slavik-markovich,
Brad Hunstable,Ustream,0.0,0.0,United States Military Academy at West Point,Operations Research,BS,Ohio State University,Business,MBA,0.0,4.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/brad-hunstable,http://www.linkedin.com/in/bradhunstable
Jonathan Cedar,BioLite,0.0,0.0,Dartmouth College,,,,,,0.0,6.0,0.0,0.0,0.0,0.0,0,1,https://www.crunchbase.com/person/jonathan-cedar,https://www.linkedin.com/pub/jonathan-cedar/4/921/b55
Gregg Spiridellis,JibJab,0.0,0.0,Rutgers University,Business,BS,University of Pennsylvania,Business,MBA,0.0,4.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/gregg-spiridellis,
Serge Saxonov,10X Genomics,1.0,0.0,Harvard University,Mathematics,BA,Stanford University,Biology,PhD,0.0,0.0,0.0,0.0,0.0,0.0,0,1,https://www.crunchbase.com/person/serge-saxonov,http://www.linkedin.com/pub/serge-saxonov/2/257/7b4
Hani Elias,Procured Health,1.0,1.0,Harvard University,Sociology,BA,Harvard University,Law,JD,0.0,3.0,0.0,0.0,0.0,0.0,0,1,https://www.crunchbase.com/person/hani-elias,http://www.linkedin.com/in/hanielias
Sean Suchter,Pepperdata,0.0,0.0,California Institute of Technology,,,,,,0.0,14.0,0.0,0.0,1.0,0.0,0,0,https://www.crunchbase.com/person/sean-suchter,http://www.linkedin.com/in/ssuchter
Veer Gidwaney,Maxwell Health,2.0,0.0,University of Western Ontario,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/veer-gidwaney,http://www.linkedin.com/pub/veer-gidwaney/0/35/9a1
Mio Babic,iStreamPlanet,0.0,0.0,Montana State University Billings,Economics,BS,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/mio-babic,http://www.linkedin.com/in/miobabic
Brian Biles,Datrium,0.0,0.0,University of California Santa Cruz,Computer Science,BA,,,,0.0,21.0,1.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/brian-biles,https://www.linkedin.com/in/brianbiles
Bryan Burkhart,H.BLOOM,0.0,0.0,University of Pennsylvania,Business,BS,,,,1.0,5.0,0.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/bryan-burkhart,
Abe Smith,Dealflo,3.0,0.0,UCL,Architecture,BS,,,,0.0,12.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/abe-smith-4,https://www.linkedin.com/in/abesmith/
Justin Effron,ALICE,0.0,1.0,University of Pennsylvania,History,BA,,,,0.0,1.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/justin-effron,
Michael Duffy,CITYBASE,0.0,0.0,Purdue University,,BS,,Business,MBA,0.0,7.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/michael-duffy-3,
Darrius Thompson,SweetLabs,2.0,0.0,,,,,,,0.0,9.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/darrius-thompson,http://www.linkedin.com/profile/view?id=771749
Evan Liang,LeanData,0.0,1.0,Stanford University,Operations Research,BS,,Business,MBA,0.0,9.0,1.0,0.0,1.0,1.0,1,0,https://www.crunchbase.com/person/evan-liang,http://www.linkedin.com/company/LeanData
BC Krishna,MineralTree,1.0,0.0,Birla Institute of Technology and Science Pilani,,,,Media,MS,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/bc-krishna,https://www.linkedin.com/in/krishnabc
P.J. Gunsagar,Kidaptive,1.0,0.0,University of California Los Angeles,Political Science,BA,Stanford University,Law,JD,0.0,4.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/p-j-gunsagar,http://www.linkedin.com/pub/p-j-gunsagar/0/21/949
Jules Pieri,The Grommet,0.0,1.0,University of Michigan,Design,BA,,Business,MBA,1.0,16.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/jules-pieri,http://www.linkedin.com/in/julespieri
Brenda Schmidt,"Solera Health, Inc.",0.0,0.0,Indiana University Bloomington,Biology,BS,,Business,,1.0,19.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/brenda-schmidt,
Russell Tencer,United Wind,2.0,0.0,Fashion Institute of Technology,Design,,,,,0.0,10.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/russell-tencer,https://www.linkedin.com/in/russell-tencer-1b108218/
Grant Gordon,Artemis Health,0.0,1.0,Brigham Young University,Operations Research,BS,,,,1.0,15.0,1.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/grant-gordon,http://www.linkedin.com/in/grantjgordon
Dan Murillo,Little Black Bag,0.0,0.0,Amherst College,Computer Science,BA,Stanford University,Business,MBA,0.0,4.0,1.0,0.0,1.0,0.0,0,0,https://www.crunchbase.com/person/dan-murillo,http://www.linkedin.com/in/damurillo
Somrat Niyogi,Stitch,1.0,0.0,University of Texas Austin,Computer Science,BS,,,,0.0,6.0,0.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/somrat-nyogi,http://www.linkedin.com/in/somrat
Jason Gardner,Magenta Therapeutics,0.0,0.0,Cambridge University,Chemistry,BA,,Biology,PhD,1.0,18.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/jason-gardner-4,https://www.linkedin.com/in/jason-gardner-2a568957
Russell Fadel,ThingWorx,1.0,0.0,Duke University,Mechanical Engineering,BS,,,,0.0,2.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/russell-fadel,http://www.linkedin.com/in/russfadel
Gerardo Obregon,Prestadero,0.0,0.0,Universidad Iberoamericana Ciudad de México,Chemistry,BE,Stanford University,Business,Executive Education,0.0,6.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/gerardo-obregon,http://mx.linkedin.com/pub/gerardo-obregon/8/347/a2b
Peter Bauer,Mimecast,2.0,1.0,Institute of Marketing Management South Africa,Business,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/peter-bauer,https://www.linkedin.com/pub/peter-bauer/0/174/274
Brent Grinna,EverTrue,0.0,1.0,Brown University,International Relations,BA,,Business,MBA,1.0,4.0,0.0,0.0,0.0,0.0,0,1,https://www.crunchbase.com/person/brent-grinna,http://www.linkedin.com/in/brentgrinna
Pete Foley,Wave Computing,1.0,0.0,Rice University,Electrical Engineering,BS,,Computer Science,MS,0.0,14.0,1.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/pete-foley-2,
Monisha Perkash,Lumo Bodytech,1.0,0.0,Yale University,Psychology,BA,Stanford University,Business,MBA,0.0,2.0,1.0,0.0,0.0,0.0,0,1,https://www.crunchbase.com/person/monisha-perkash,http://www.linkedin.com/in/monishaperkash
Elie Seidman,Oyster.com,1.0,0.0,University of Pennsylvania,Engineering,BE,,,,0.0,2.0,1.0,0.0,1.0,0.0,0,0,https://www.crunchbase.com/person/elie-seidman,http://www.linkedin.com/in/elieseidman
Tom Costello,Cuil,0.0,0.0,,,,Stanford University,Business,MBA,1.0,19.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/tom-costello,
Zackary King,SHYFT,1.0,0.0,Bentley University,Computer Science,,,,,0.0,7.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/zackary-king,http://www.linkedin.com/in/zking
Malcolm Cowley,Performance Horizon,1.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/malcolm-cowley,https://www.linkedin.com/in/malcolm-cowley-55931123
Ned Moorfield,GoCatch,0.0,1.0,University of Adelaide,Computer Science,BE,,Business,MBA,0.0,4.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/ned-moorfield,
Udaynandan Reddy Padi,YUPPTV,0.0,0.0,Delhi College of Engineering,Electrical Engineering,BE,,,,0.0,13.0,0.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/udaynandan-reddy-padi,https://www.linkedin.com/in/uday-reddy-478ba34
Jonathan Brassington,LiquidHub,0.0,0.0,Misericordia University,Computer Science,BS,,Engineering,MS,1.0,5.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/jonathan-a-brassington,http://www.linkedin.com/in/jonathanbrassington
Nicolas Tejerina,Navent,0.0,1.0,Universidad Torcuato Di Tella,International Relations,BA,,Business,,0.0,5.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/nicolas-tejerina,https://ar.linkedin.com/pub/nicolas-tejerina/0/203/3a6
Heath Wells,NuORDER,0.0,0.0,University of Adelaide,Business,BA,,,,0.0,10.0,0.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/heath-wells,http://www.linkedin.com/in/heathwells
Henry Wong,SS8 Networks,5.0,0.0,University of Utah,Economics,BS,,Business,MBA,0.0,17.0,0.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/henry-wong-4,https://www.linkedin.com/in/wonghenry
Jeff Ma,tenXer,1.0,0.0,Massachusetts Institute of Technology,Mechanical Engineering,BS,,,,0.0,4.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/jeff-ma,https://www.linkedin.com/pub/jeffrey-ma/1b/a0/713
John Squire,DynamicAction,0.0,0.0,University of California Davis,Chemistry,BS,,Business,MBA,0.0,13.0,1.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/john-squire,http://www.linkedin.com/pub/john-squire/0/49/669
John Poisson,Wantful,2.0,0.0,Boston University,Film,BS,,,,1.0,10.0,1.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/john-poisson,http://www.linkedin.com/in/poisson
Matt Dalio,ENDLESS,1.0,0.0,Harvard University,Psychology,BA,Stanford University,Business,MBA,0.0,1.0,0.0,0.0,0.0,0.0,0,1,https://www.crunchbase.com/person/matt--dalio,https://www.linkedin.com/in/mattdalio
Mukundu Kumaran,C1X Inc.,1.0,0.0,Anna University,Engineering,BE,,,,0.0,17.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/mukundu-kumaran,http://www.linkedin.com/pub/mukundu-kumaran/1/643/968
Marc J. Gorlin,Roadie,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/marc-j-gorlin,https://www.linkedin.com/pub/marc-gorlin/11/551/992
Omri Iluz,PerimeterX,0.0,0.0,Tel Aviv University,Computer Science,BS,,,,0.0,13.0,1.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/omri-iluz,
Terry Angelos,TrialPay,1.0,0.0,University of the Witwatersrand,Electrical Engineering,BS,,Business,MBA,0.0,4.0,1.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/terry-angelos,
Victoria Livschitz,"Tonomi, Inc.",1.0,0.0,Kharkiv State University,Mathematics,BS,Stanford University,Computer Science,,0.0,13.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/victoria-livschitz,http://www.linkedin.com/pub/victoria-livschitz/0/379/246
Drew Schiller,Validic,2.0,0.0,University of Iowa,Computer Science,BA,,,,1.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/drew-schiller,http://www.linkedin.com/in/drewschiller
Megan Gardner,Plum District,0.0,0.0,Smith College,History,BA,,Business,MBA,0.0,8.0,0.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/megan-gardner,http://www.linkedin.com/pub/megan-gardner/0/271/3b9
Cheng Liu,Eureka Therapeutics,0.0,0.0,Peking University,Biology,BS,,,PhD,1.0,9.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/cheng-liu,https://www.linkedin.com/pub/cheng-liu/2/497/110
Haresh Patel,Mercatus,0.0,0.0,University of Notre Dame,Electrical Engineering,BA,,,,0.0,23.0,0.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/haresh-patel,http://www.linkedin.com/in/hareshpatel
Sachin Katti,Kumu Networks,1.0,0.0,IIT Bombay,Electrical Engineering,BE,,Computer Science,PhD,1.0,9.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/sachin-katti,http://www.linkedin.com/pub/sachin-katti/43/779/727
Jason Ricci,Fluxx,0.0,0.0,North Carolina State University,,,,,,0.0,2.0,1.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/jason-ricci,https://www.linkedin.com/in/riccijason
Manik Singh,Threadflip,0.0,0.0,University of Pune,Engineering,BE,,Computer Science,MS,0.0,11.0,1.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/manik-singh,http://www.linkedin.com/pub/manik-singh/0/183/539
Rob Salvatore,Tongal,0.0,0.0,Boston College,Business,,,Business,MBA,0.0,9.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/rob-salvatore,http://www.linkedin.com/pub/rob-salvatore/1a/a21/aa1
Vikas Jha,Teracent,0.0,0.0,Indian Institute of Technology Delhi,Computer Science,BE,,Computer Science,PhD,1.0,8.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/vikas-jha,
Jeff Daniel,StarMaker Interactive,0.0,0.0,Brown University,Business,BA,,,,0.0,9.0,0.0,0.0,0.0,0.0,0,1,https://www.crunchbase.com/person/jeff-daniel,http://www.linkedin.com/in/jeffreyhdaniel
Pieter van Rooyen,Edico Genome,3.0,0.0,University of Johannesburg,Electrical Engineering,PhD,,,,1.0,13.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/pieter-van-rooyen,http://https//www.linkedin.com/in/pietervanrooyen
Ujjal Kohli,Rhythm NewMedia,3.0,1.0,Indian Institute of Technology Delhi,Electrical Engineering,BE,,Business,MBA,0.0,15.0,1.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/ujjal-kohli,http://www.linkedin.com/pub/ujjal-kohli/0/736/700
Karl Wirth,Evergage,0.0,0.0,Harvard University,Physics,BA,,,,0.0,9.0,1.0,0.0,0.0,0.0,0,1,https://www.crunchbase.com/person/karl-wirth,http://www.linkedin.com/in/karlewirth
David P. Mariani,AtScale,1.0,0.0,University of California Los Angeles,Economics,BA,,,,0.0,17.0,1.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/david-p--mariani,https://www.linkedin.com/in/davidpmariani
Andras Forgacs,Modern Meadow,2.0,1.0,Harvard University,Political Science,BA,,Business,MBA,0.0,15.0,0.0,0.0,0.0,0.0,0,1,https://www.crunchbase.com/person/andras-forgacs,http://www.linkedin.com/in/atforgacs
Robert Carlson,UNIFi Software,0.0,0.0,University of Utah,Psychology,BA,,Business,MBA,0.0,21.0,0.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/robert-carlson-2,
Michael Smalls,Hoopla Software,0.0,0.0,Calvin College,Computer Science,BA,,,,0.0,16.0,0.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/michael-smalls,http://www.linkedin.com/in/mikesmalls
Richard White,UserVoice,2.0,0.0,North Carolina State University,Computer Science,BA,,,,0.0,8.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/richard-white,http://www.linkedin.com/in/rrwhite
Kelly Dachtler,The Clymb,0.0,0.0,Parsons School of Design,Design,,,,,0.0,14.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/kelly-dachtler,http://www.linkedin.com/in/kellydachtler
Taku Harada,Peatix,0.0,0.0,Yale University,History,BA,,,,0.0,11.0,1.0,0.0,0.0,0.0,0,1,https://www.crunchbase.com/person/taku-harada,http://www.linkedin.com/in/takuharada
Simon Lenoir,Rezdy,1.0,0.0,University of Grenoble,Operations Research,BA,,,MBI,0.0,9.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/simon-lenoir,http://www.linkedin.com/in/simonlenoir
David Mandell,PivotDesk,1.0,1.0,Lehigh University,,,,,,0.0,6.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/david-mandell-2,
Craig Malloy,Lifesize,1.0,0.0,United States Naval Academy,Political Science,BS,,Business,MBA,0.0,5.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/craig-malloy,http://www.linkedin.com/pub/craig-malloy/0/564/b30
Ben Wolstenholme,Madefire,1.0,0.0,Central Saint Martins,Design,BA,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/ben-wolstenholme,https://www.linkedin.com/in/benwolstenholme
Cliff Moon,Opsee,1.0,0.0,University of Delaware,Computer Science,BS,,,,0.0,6.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/cliff-moon,http://www.linkedin.com/pub/cliff-moon/4/44b/283
Hesaam Esfandyarpour,Genapsys,1.0,0.0,Sharif University of Technology,Electrical Engineering,BS,Stanford University,Medicine,MS,1.0,6.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/hesaam-esfandyarpour,https://www.linkedin.com/pub/hesaam-esfandyarpour/5/1a7/809
Marc Ruxin,TastemakerX,0.0,0.0,Hamilton College,History,BA,,Business,MBA,0.0,15.0,0.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/marc-ruxin,http://www.linkedin.com/in/marcruxin
Radu B. Rusu,Fyusion,0.0,0.0,,,,,Computer Science,PhD,1.0,10.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/radu-b--rusu,https://www.linkedin.com/in/radubogdanrusu
Ronni Zehavi,Hibob,2.0,0.0,Tel Aviv University,History,BA,,,,0.0,11.0,0.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/ronni-zehavi-2,https://www.linkedin.com/in/ronnizehavi
